140.32258064516128, 5.925710318454934e-16
130.6451612903226, 1.1851420636909869e-15
120.96774193548387, 1.7777130955364803e-15
111.29032258064515, 2.3702841273819738e-15
101.61290322580643, 2.9628551592274676e-15
91.93548387096774, 3.555426191072961e-15
82.25806451612902, 4.147997222918455e-15
72.58064516129032, 4.7405682547639475e-15
62.90322580645163, 5.33313928660944e-15
53.22580645161288, 5.925710318454935e-15
43.54838709677419, 6.518281350300429e-15
33.87096774193549, 7.110852382145921e-15
24.19354838709677, 7.703423413991416e-15
14.51612903225805, 8.29599444583691e-15
4.838709677419359, 8.888565477682401e-15
-4.838709677419359, 9.481136509527895e-15
-14.516129032258078, 1.0073707541373391e-14
-24.19354838709674, 1.066627857321888e-14
-33.87096774193549, 1.1258849605064376e-14
-43.548387096774235, 1.185142063690987e-14
-53.2258064516129, 1.2443991668755361e-14
-62.903225806451616, 1.3036562700600857e-14
-72.58064516129033, 1.362913373244635e-14
-82.25806451612902, 1.4221704764291843e-14
-91.93548387096777, 1.4814275796137338e-14
-101.61290322580646, 1.540684682798283e-14
-111.29032258064518, 1.5999417859828327e-14
-120.9677419354839, 1.659198889167382e-14
-130.64516129032256, 1.718455992351931e-14
-140.32258064516128, 1.7777130955364802e-14
